accountNumber,agentId,sourceIp,sourcePort,destinationIp,destinationPort,ipVersion,transportProtocol,agentAssignedProcessId,agentCreationDate
185946404262,o-3j4ftzagcxdyxro8j,192.168.92.66,,54.186.179.15,443,IPv4,TCP,049524531FC78717A68C0C75CD43A87E6C40892C,2018-05-26 16:30:00,/opt/sophos-av/engine/_/python.0,"sophosmgmtd -c import sophosmgmtd.sophosmgmtd,sys;sys.exit(sophosmgmtd.sophosmgmtd.main(sys.argv)) --no-daemon --RMS=0"
